IP地址,端口,回源端口,TLS,数据中心,地区,国家,城市,TCP延迟(ms),速度(MB/s)
3.23.95.93,443,443,true,IAD,North America,US,Ashburn,461,7.98
3.249.160.5,443,443,true,DUB,Europe,IE,Dublin,277,7.98
54.172.207.45,8443,443,true,IAD,North America,US,Ashburn,253,7.98
3.133.85.167,443,443,true,IAD,North America,US,Ashburn,250,7.98
54.198.203.151,443,443,true,IAD,North America,US,Ashburn,336,7.98
3.15.173.3,443,443,true,IAD,North America,US,Ashburn,310,7.97
16.171.60.7,443,443,true,ARN,Europe,SE,Stockholm,240,7.97
3.133.104.147,443,443,true,IAD,North America,US,Ashburn,242,7.97
3.138.157.182,443,443,true,IAD,North America,US,Ashburn,247,7.97
3.145.16.38,443,443,true,CMH,North America,US,Columbus,247,7.97
18.191.53.128,443,443,true,IAD,North America,US,Ashburn,271,7.96
52.56.228.129,443,443,true,LHR,Europe,GB,London,294,7.96
18.226.248.4,443,443,true,IAD,North America,US,Ashburn,310,7.96
3.14.4.217,443,443,true,IAD,North America,US,Ashburn,305,7.96
35.155.38.149,443,443,true,PDX,North America,US,Portland,297,7.96
3.85.17.84,8443,443,true,IAD,North America,US,Ashburn,342,7.96
67.226.221.54,80,443,true,SJC,North America,US,San Jose,579,7.96
3.75.233.131,443,443,true,FRA,Europe,DE,Frankfurt,238,7.96
52.56.228.129,443,443,true,LHR,Europe,GB,London,333,7.96
3.18.105.195,443,443,true,IAD,North America,US,Ashburn,400,7.95
3.141.107.39,443,443,true,IAD,North America,US,Ashburn,256,7.95
18.218.19.58,443,443,true,IAD,North America,US,Ashburn,237,7.95
3.19.14.6,443,443,true,IAD,North America,US,Ashburn,245,7.95
18.191.207.193,443,443,true,IAD,North America,US,Ashburn,309,7.95
18.217.155.2,443,443,true,CMH,North America,US,Columbus,273,7.94
3.138.195.55,443,443,true,IAD,North America,US,Ashburn,290,7.94
18.217.134.195,443,443,true,IAD,North America,US,Ashburn,284,7.94
3.133.90.120,443,443,true,IAD,North America,US,Ashburn,334,7.94
3.129.243.31,443,443,true,IAD,North America,US,Ashburn,287,7.94
3.140.210.32,443,443,true,IAD,North America,US,Ashburn,300,7.93
18.117.109.25,443,443,true,IAD,North America,US,Ashburn,244,7.93
54.229.71.228,443,443,true,DUB,Europe,IE,Dublin,351,7.93
54.80.6.186,8443,443,true,IAD,North America,US,Ashburn,350,7.93
3.144.33.84,443,443,true,IAD,North America,US,Ashburn,283,7.93
3.16.36.178,443,443,true,IAD,North America,US,Ashburn,387,7.93
18.117.222.227,443,443,true,IAD,North America,US,Ashburn,278,7.92
54.91.75.24,443,443,true,IAD,North America,US,Ashburn,303,7.92
3.17.191.109,443,443,true,IAD,North America,US,Ashburn,400,7.92
52.47.168.64,2053,443,true,CDG,Europe,FR,Paris,318,7.92
18.221.158.147,443,443,true,IAD,North America,US,Ashburn,310,7.92
18.192.62.218,443,443,true,FRA,Europe,DE,Frankfurt,244,7.92
3.19.55.125,443,443,true,IAD,North America,US,Ashburn,329,7.92
3.22.167.42,443,443,true,IAD,North America,US,Ashburn,243,7.92
3.145.13.7,443,443,true,IAD,North America,US,Ashburn,242,7.91
18.220.73.208,443,443,true,IAD,North America,US,Ashburn,262,7.91
3.142.189.225,443,443,true,IAD,North America,US,Ashburn,438,7.91
52.202.177.57,443,443,true,IAD,North America,US,Ashburn,271,7.91
54.203.85.46,80,443,true,PDX,North America,US,Portland,263,7.91
3.134.107.68,443,443,true,IAD,North America,US,Ashburn,432,7.91
54.205.18.16,443,443,true,IAD,North America,US,Ashburn,368,7.91
3.64.11.137,8080,443,true,FRA,Europe,DE,Frankfurt,418,7.91
34.229.180.223,443,443,true,IAD,North America,US,Ashburn,295,7.91
3.23.60.95,443,443,true,IAD,North America,US,Ashburn,313,7.91
3.133.113.199,443,443,true,IAD,North America,US,Ashburn,333,7.90
107.20.56.121,443,443,true,IAD,North America,US,Ashburn,315,7.90
18.119.11.214,443,443,true,IAD,North America,US,Ashburn,266,7.90
54.171.191.123,443,443,true,DUB,Europe,IE,Dublin,281,7.90
67.226.221.212,80,443,true,SJC,North America,US,San Jose,394,7.90
18.220.1.133,443,443,true,IAD,North America,US,Ashburn,345,7.90
3.139.102.38,443,443,true,IAD,North America,US,Ashburn,301,7.89
18.220.184.207,443,443,true,IAD,North America,US,Ashburn,332,7.89
3.144.129.115,443,443,true,IAD,North America,US,Ashburn,305,7.89
3.23.175.7,2096,443,true,ORD,North America,US,Chicago,238,7.89
3.143.245.25,443,443,true,IAD,North America,US,Ashburn,263,7.89
3.15.1.43,443,443,true,CMH,North America,US,Columbus,427,7.89
54.80.38.181,443,443,true,IAD,North America,US,Ashburn,373,7.89
67.226.221.3,443,443,true,SJC,North America,US,San Jose,562,7.89
3.144.76.2,443,443,true,IAD,North America,US,Ashburn,315,7.89
3.252.54.156,443,443,true,DUB,Europe,IE,Dublin,333,7.89
35.175.225.26,443,443,true,IAD,North America,US,Ashburn,266,7.89
52.91.81.62,443,443,true,IAD,North America,US,Ashburn,251,7.88
18.188.23.81,443,443,true,IAD,North America,US,Ashburn,349,7.88
3.144.139.5,443,443,true,IAD,North America,US,Ashburn,294,7.88
3.82.61.218,443,443,true,IAD,North America,US,Ashburn,285,7.88
3.22.235.6,443,443,true,IAD,North America,US,Ashburn,383,7.88
3.134.106.170,443,443,true,IAD,North America,US,Ashburn,272,7.88
3.20.236.49,443,443,true,IAD,North America,US,Ashburn,277,7.88
3.74.42.35,443,443,true,FRA,Europe,DE,Frankfurt,337,7.88
34.201.71.70,8443,443,true,IAD,North America,US,Ashburn,251,7.87
18.222.253.98,443,443,true,IAD,North America,US,Ashburn,296,7.87
18.217.27.134,443,443,true,IAD,North America,US,Ashburn,692,7.87
18.116.199.32,443,443,true,IAD,North America,US,Ashburn,240,7.87
3.142.221.241,443,443,true,IAD,North America,US,Ashburn,372,7.87
3.19.68.209,443,443,true,IAD,North America,US,Ashburn,311,7.86
3.16.46.34,443,443,true,IAD,North America,US,Ashburn,433,7.86
18.222.185.251,443,443,true,IAD,North America,US,Ashburn,324,7.85
18.118.18.18,443,443,true,IAD,North America,US,Ashburn,286,7.85
3.21.167.61,443,443,true,IAD,North America,US,Ashburn,400,7.85
18.223.20.123,443,443,true,IAD,North America,US,Ashburn,378,7.85
52.14.160.245,443,443,true,CMH,North America,US,Columbus,240,7.85
54.160.45.65,8443,443,true,IAD,North America,US,Ashburn,318,7.85
3.78.187.210,443,443,true,FRA,Europe,DE,Frankfurt,364,7.85
3.133.85.167,443,443,true,IAD,North America,US,Ashburn,284,7.85
18.118.29.120,443,443,true,IAD,North America,US,Ashburn,324,7.84
52.59.4.76,443,443,true,FRA,Europe,DE,Frankfurt,323,7.84
3.16.164.74,443,443,true,IAD,North America,US,Ashburn,379,7.84
18.190.157.76,443,443,true,IAD,North America,US,Ashburn,380,7.84
51.44.86.78,443,443,true,CDG,Europe,FR,Paris,256,7.84
44.200.8.222,443,443,true,IAD,North America,US,Ashburn,288,7.84
3.144.228.202,443,443,true,CMH,North America,US,Columbus,305,7.84
3.16.155.211,443,443,true,IAD,North America,US,Ashburn,352,7.83
3.143.170.141,443,443,true,IAD,North America,US,Ashburn,311,7.83
3.81.210.73,443,443,true,IAD,North America,US,Ashburn,291,7.83
16.171.162.178,443,443,true,CPH,Europe,DK,Copenhagen,224,7.83
3.86.85.68,443,443,true,IAD,North America,US,Ashburn,261,7.83
18.222.239.35,443,443,true,IAD,North America,US,Ashburn,271,7.83
54.234.104.3,443,443,true,IAD,North America,US,Ashburn,282,7.83
54.242.240.123,8443,443,true,IAD,North America,US,Ashburn,359,7.82
34.203.192.165,443,443,true,IAD,North America,US,Ashburn,358,7.82
18.216.159.105,443,443,true,IAD,North America,US,Ashburn,336,7.82
3.223.140.47,443,443,true,IAD,North America,US,Ashburn,252,7.82
3.141.164.107,443,443,true,IAD,North America,US,Ashburn,352,7.82
44.199.225.25,443,443,true,IAD,North America,US,Ashburn,269,7.82
3.131.91.78,443,443,true,IAD,North America,US,Ashburn,329,7.82
18.117.110.1,443,443,true,IAD,North America,US,Ashburn,275,7.82
3.75.14.115,8443,443,true,FRA,Europe,DE,Frankfurt,302,7.82
3.133.113.199,443,443,true,CMH,North America,US,Columbus,355,7.82
3.17.23.86,443,443,true,IAD,North America,US,Ashburn,285,7.81
18.220.61.217,443,443,true,IAD,North America,US,Ashburn,340,7.81
3.144.134.61,443,443,true,IAD,North America,US,Ashburn,233,7.81
3.15.163.205,443,443,true,IAD,North America,US,Ashburn,285,7.81
3.223.127.12,443,443,true,IAD,North America,US,Ashburn,290,7.81
3.19.245.58,443,443,true,IAD,North America,US,Ashburn,284,7.81
3.137.41.46,443,443,true,CMH,North America,US,Columbus,395,7.81
67.226.221.128,80,443,true,SJC,North America,US,San Jose,568,7.81
3.22.63.132,443,443,true,IAD,North America,US,Ashburn,263,7.81
52.91.237.43,443,443,true,IAD,North America,US,Ashburn,269,7.80
18.191.13.85,443,443,true,IAD,North America,US,Ashburn,471,7.80
3.68.62.122,443,443,true,FRA,Europe,DE,Frankfurt,253,7.80
3.134.86.2,443,443,true,IAD,North America,US,Ashburn,307,7.80
3.143.254.121,443,443,true,CMH,North America,US,Columbus,230,7.79
3.144.73.196,443,443,true,IAD,North America,US,Ashburn,310,7.79
3.131.110.252,443,443,true,IAD,North America,US,Ashburn,295,7.79
3.134.102.109,443,443,true,IAD,North America,US,Ashburn,361,7.79
3.14.14.198,443,443,true,IAD,North America,US,Ashburn,319,7.79
54.74.140.78,443,443,true,DUB,Europe,IE,Dublin,324,7.79
34.228.242.99,443,443,true,IAD,North America,US,Ashburn,463,7.79
3.141.190.44,443,443,true,IAD,North America,US,Ashburn,236,7.79
3.145.16.38,443,443,true,IAD,North America,US,Ashburn,313,7.79
3.16.156.40,443,443,true,IAD,North America,US,Ashburn,334,7.79
3.70.137.45,443,443,true,FRA,Europe,DE,Frankfurt,301,7.78
18.224.182.59,443,443,true,IAD,North America,US,Ashburn,237,7.78
18.118.147.148,443,443,true,IAD,North America,US,Ashburn,265,7.78
18.216.67.15,443,443,true,IAD,North America,US,Ashburn,299,7.78
35.171.140.167,443,443,true,IAD,North America,US,Ashburn,295,7.78
3.15.216.135,443,443,true,IAD,North America,US,Ashburn,613,7.78
3.10.162.20,443,443,true,LHR,Europe,GB,London,232,7.78
52.56.93.126,443,443,true,LHR,Europe,GB,London,350,7.78
3.237.188.186,443,443,true,IAD,North America,US,Ashburn,353,7.78
18.188.11.117,443,443,true,IAD,North America,US,Ashburn,375,7.78
18.223.121.219,443,443,true,IAD,North America,US,Ashburn,322,7.78
35.183.95.30,443,443,true,YUL,North America,CA,Montréal,390,7.78
3.133.101.181,443,443,true,IAD,North America,US,Ashburn,307,7.78
3.16.149.77,443,443,true,IAD,North America,US,Ashburn,247,7.77
16.171.5.22,443,443,true,CPH,Europe,DK,Copenhagen,247,7.77
3.147.77.217,443,443,true,CMH,North America,US,Columbus,254,7.77
3.138.68.133,443,443,true,CMH,North America,US,Columbus,279,7.77
18.117.240.255,443,443,true,IAD,North America,US,Ashburn,324,7.77
18.218.158.10,443,443,true,IAD,North America,US,Ashburn,262,7.77
3.128.180.172,443,443,true,IAD,North America,US,Ashburn,409,7.77
54.175.82.54,443,443,true,IAD,North America,US,Ashburn,260,7.76
51.44.86.78,443,443,true,CDG,Europe,FR,Paris,328,7.76
54.164.147.63,443,443,true,IAD,North America,US,Ashburn,317,7.76
3.144.127.100,443,443,true,IAD,North America,US,Ashburn,227,7.76
18.217.189.88,443,443,true,IAD,North America,US,Ashburn,342,7.76
3.138.187.170,443,443,true,IAD,North America,US,Ashburn,252,7.76
3.134.97.137,443,443,true,IAD,North America,US,Ashburn,376,7.76
3.21.170.8,443,443,true,IAD,North America,US,Ashburn,332,7.76
18.217.155.148,443,443,true,IAD,North America,US,Ashburn,408,7.76
3.19.55.125,443,443,true,IAD,North America,US,Ashburn,275,7.76
3.135.195.101,443,443,true,CMH,North America,US,Columbus,263,7.76
18.118.25.117,443,443,true,IAD,North America,US,Ashburn,341,7.76
52.55.146.127,443,443,true,IAD,North America,US,Ashburn,322,7.76
54.227.168.93,443,443,true,IAD,North America,US,Ashburn,262,7.75
18.220.244.187,443,443,true,IAD,North America,US,Ashburn,334,7.75
18.219.218.60,443,443,true,IAD,North America,US,Ashburn,387,7.75
3.134.78.84,443,443,true,IAD,North America,US,Ashburn,242,7.75
3.139.99.70,443,443,true,IAD,North America,US,Ashburn,241,7.75
3.138.134.150,443,443,true,CMH,North America,US,Columbus,319,7.75
54.160.252.173,8443,443,true,IAD,North America,US,Ashburn,367,7.75
3.134.90.135,443,443,true,IAD,North America,US,Ashburn,241,7.75
107.22.69.26,443,443,true,IAD,North America,US,Ashburn,339,7.75
18.185.44.80,443,443,true,FRA,Europe,DE,Frankfurt,359,7.75
18.191.208.55,443,443,true,CMH,North America,US,Columbus,283,7.75
18.217.166.132,443,443,true,IAD,North America,US,Ashburn,323,7.74
3.138.125.20,443,443,true,CMH,North America,US,Columbus,250,7.74
3.21.56.34,443,443,true,IAD,North America,US,Ashburn,316,7.74
3.74.42.76,443,443,true,FRA,Europe,DE,Frankfurt,324,7.74
34.230.3.120,443,443,true,IAD,North America,US,Ashburn,344,7.74
3.127.55.133,443,443,true,FRA,Europe,DE,Frankfurt,334,7.74
3.17.204.136,443,443,true,IAD,North America,US,Ashburn,358,7.74
3.141.16.50,443,443,true,IAD,North America,US,Ashburn,330,7.73
3.141.190.44,443,443,true,IAD,North America,US,Ashburn,344,7.73
18.221.5.151,443,443,true,IAD,North America,US,Ashburn,234,7.73
3.79.32.153,443,443,true,FRA,Europe,DE,Frankfurt,404,7.73
18.223.168.230,443,443,true,IAD,North America,US,Ashburn,353,7.73
3.19.222.217,443,443,true,IAD,North America,US,Ashburn,399,7.73
18.222.196.207,443,443,true,IAD,North America,US,Ashburn,415,7.73
44.201.27.243,8443,443,true,IAD,North America,US,Ashburn,253,7.72
3.17.207.229,443,443,true,IAD,North America,US,Ashburn,410,7.72
3.134.76.209,443,443,true,IAD,North America,US,Ashburn,453,7.72
54.74.139.27,443,443,true,DUB,Europe,IE,Dublin,302,7.72
3.133.90.120,443,443,true,IAD,North America,US,Ashburn,347,7.72
3.139.73.3,443,443,true,IAD,North America,US,Ashburn,404,7.72
3.144.226.83,443,443,true,IAD,North America,US,Ashburn,235,7.71
18.219.97.59,443,443,true,IAD,North America,US,Ashburn,238,7.71
51.44.176.152,443,443,true,CDG,Europe,FR,Paris,244,7.71
18.191.130.97,443,443,true,IAD,North America,US,Ashburn,330,7.71
3.15.7.194,443,443,true,CMH,North America,US,Columbus,259,7.71
3.17.4.208,443,443,true,IAD,North America,US,Ashburn,406,7.71
44.203.23.22,443,443,true,IAD,North America,US,Ashburn,273,7.71
3.140.187.204,443,443,true,IAD,North America,US,Ashburn,387,7.71
18.222.199.97,443,443,true,IAD,North America,US,Ashburn,278,7.71
52.87.174.90,8443,443,true,IAD,North America,US,Ashburn,376,7.71
50.17.179.20,443,443,true,IAD,North America,US,Ashburn,262,7.71
3.16.29.127,443,443,true,IAD,North America,US,Ashburn,398,7.71
3.134.78.196,443,443,true,IAD,North America,US,Ashburn,324,7.71
18.191.229.53,443,443,true,IAD,North America,US,Ashburn,342,7.71
54.167.204.236,443,443,true,IAD,North America,US,Ashburn,342,7.70
3.15.224.83,443,443,true,IAD,North America,US,Ashburn,372,7.70
3.22.236.203,443,443,true,IAD,North America,US,Ashburn,362,7.70
3.141.106.240,443,443,true,IAD,North America,US,Ashburn,343,7.70
3.22.221.181,443,443,true,IAD,North America,US,Ashburn,274,7.70
3.22.112.150,443,443,true,IAD,North America,US,Ashburn,343,7.70
3.19.69.105,443,443,true,IAD,North America,US,Ashburn,245,7.70
3.134.113.221,443,443,true,IAD,North America,US,Ashburn,374,7.69
3.131.35.103,443,443,true,IAD,North America,US,Ashburn,283,7.69
54.175.57.160,443,443,true,IAD,North America,US,Ashburn,254,7.69
18.189.29.66,443,443,true,IAD,North America,US,Ashburn,411,7.69
54.217.186.21,443,443,true,DUB,Europe,IE,Dublin,378,7.69
3.134.78.84,443,443,true,IAD,North America,US,Ashburn,263,7.69
18.197.151.138,443,443,true,FRA,Europe,DE,Frankfurt,291,7.69
3.131.95.9,443,443,true,IAD,North America,US,Ashburn,231,7.68
54.172.238.164,443,443,true,IAD,North America,US,Ashburn,350,7.68
3.144.115.238,443,443,true,CMH,North America,US,Columbus,247,7.68
54.217.149.37,443,443,true,DUB,Europe,IE,Dublin,348,7.68
3.142.218.46,443,443,true,IAD,North America,US,Ashburn,292,7.68
35.183.181.158,443,443,true,YUL,North America,CA,Montréal,375,7.68
18.222.90.235,443,443,true,IAD,North America,US,Ashburn,366,7.68
18.191.173.167,443,443,true,IAD,North America,US,Ashburn,249,7.68
52.91.66.141,443,443,true,IAD,North America,US,Ashburn,451,7.68
16.171.150.208,443,443,true,CPH,Europe,DK,Copenhagen,287,7.67
63.176.91.170,443,443,true,FRA,Europe,DE,Frankfurt,394,7.67
3.18.110.32,443,443,true,IAD,North America,US,Ashburn,240,7.67
3.18.110.32,443,443,true,IAD,North America,US,Ashburn,325,7.67
18.197.109.141,443,443,true,FRA,Europe,DE,Frankfurt,252,7.67
52.15.184.5,443,443,true,CMH,North America,US,Columbus,230,7.67
3.137.149.103,443,443,true,IAD,North America,US,Ashburn,294,7.67
3.66.115.225,443,443,true,FRA,Europe,DE,Frankfurt,362,7.67
18.184.164.39,443,443,true,FRA,Europe,DE,Frankfurt,284,7.67
3.136.20.60,443,443,true,CMH,North America,US,Columbus,282,7.67
18.116.231.228,443,443,true,IAD,North America,US,Ashburn,304,7.67
35.183.21.47,443,443,true,YUL,North America,CA,Montréal,281,7.66
16.170.251.180,443,443,true,CPH,Europe,DK,Copenhagen,240,7.66
3.96.132.209,443,443,true,YUL,North America,CA,Montréal,307,7.66
3.136.233.28,443,443,true,CMH,North America,US,Columbus,253,7.66
3.19.63.167,443,443,true,IAD,North America,US,Ashburn,295,7.66
18.222.186.244,443,443,true,IAD,North America,US,Ashburn,244,7.66
3.144.75.250,443,443,true,IAD,North America,US,Ashburn,305,7.66
18.118.22.155,443,443,true,IAD,North America,US,Ashburn,256,7.65
3.21.129.112,443,443,true,IAD,North America,US,Ashburn,403,7.65
54.74.189.201,443,443,true,DUB,Europe,IE,Dublin,278,7.65
3.131.169.186,443,443,true,IAD,North America,US,Ashburn,340,7.65
3.15.216.135,443,443,true,IAD,North America,US,Ashburn,263,7.65
18.217.180.69,443,443,true,IAD,North America,US,Ashburn,358,7.65
54.166.152.107,443,443,true,IAD,North America,US,Ashburn,306,7.64
3.129.10.149,443,443,true,IAD,North America,US,Ashburn,389,7.64
3.16.162.177,443,443,true,IAD,North America,US,Ashburn,332,7.64
54.246.230.22,443,443,true,DUB,Europe,IE,Dublin,283,7.64
3.69.0.8,443,443,true,FRA,Europe,DE,Frankfurt,336,7.64
18.218.188.105,443,443,true,IAD,North America,US,Ashburn,362,7.64
52.55.220.203,443,443,true,IAD,North America,US,Ashburn,302,7.64
3.17.70.137,443,443,true,IAD,North America,US,Ashburn,230,7.63
3.133.104.147,443,443,true,IAD,North America,US,Ashburn,341,7.63
3.142.133.210,443,443,true,CMH,North America,US,Columbus,233,7.63
3.14.135.183,443,443,true,CMH,North America,US,Columbus,245,7.63
35.170.52.242,443,443,true,IAD,North America,US,Ashburn,348,7.63
54.235.0.34,8443,443,true,IAD,North America,US,Ashburn,274,7.63
54.81.127.252,443,443,true,IAD,North America,US,Ashburn,252,7.63
18.220.249.230,443,443,true,IAD,North America,US,Ashburn,323,7.63
35.86.161.201,443,443,true,PDX,North America,US,Portland,256,7.63
54.87.128.103,8443,443,true,IAD,North America,US,Ashburn,409,7.63
3.136.154.64,443,443,true,IAD,North America,US,Ashburn,261,7.62
3.133.82.197,443,443,true,IAD,North America,US,Ashburn,384,7.62
3.19.71.140,443,443,true,IAD,North America,US,Ashburn,354,7.62
18.220.170.14,443,443,true,IAD,North America,US,Ashburn,247,7.62
52.202.46.17,443,443,true,IAD,North America,US,Ashburn,398,7.62
18.185.18.158,443,443,true,FRA,Europe,DE,Frankfurt,244,7.62
3.19.69.27,443,443,true,IAD,North America,US,Ashburn,248,7.62
18.117.217.27,443,443,true,IAD,North America,US,Ashburn,336,7.62
3.81.15.178,443,443,true,IAD,North America,US,Ashburn,332,7.62
18.220.130.170,443,443,true,IAD,North America,US,Ashburn,293,7.62
18.201.102.89,443,443,true,DUB,Europe,IE,Dublin,360,7.61
18.220.0.181,443,443,true,IAD,North America,US,Ashburn,361,7.61
98.83.152.163,443,443,true,IAD,North America,US,Ashburn,300,7.61
3.208.30.254,443,443,true,IAD,North America,US,Ashburn,275,7.61
3.131.94.109,443,443,true,IAD,North America,US,Ashburn,269,7.61
18.222.187.117,443,443,true,IAD,North America,US,Ashburn,392,7.61
3.142.218.176,443,443,true,IAD,North America,US,Ashburn,325,7.61
52.15.178.112,443,443,true,CMH,North America,US,Columbus,270,7.61
3.236.181.44,443,443,true,IAD,North America,US,Ashburn,329,7.61
35.153.53.203,443,443,true,IAD,North America,US,Ashburn,319,7.61
18.196.70.197,443,443,true,FRA,Europe,DE,Frankfurt,288,7.60
18.222.150.62,443,443,true,IAD,North America,US,Ashburn,375,7.60
3.128.26.15,443,443,true,IAD,North America,US,Ashburn,288,7.60
18.219.134.237,443,443,true,IAD,North America,US,Ashburn,315,7.60
3.75.135.67,443,443,true,FRA,Europe,DE,Frankfurt,329,7.60
3.137.207.102,443,443,true,IAD,North America,US,Ashburn,301,7.60
3.137.210.40,443,443,true,CMH,North America,US,Columbus,393,7.60
3.143.219.47,443,443,true,IAD,North America,US,Ashburn,307,7.60
3.139.102.62,443,443,true,IAD,North America,US,Ashburn,338,7.60
3.140.250.50,443,443,true,IAD,North America,US,Ashburn,271,7.60
3.138.108.239,443,443,true,IAD,North America,US,Ashburn,254,7.60
54.89.183.7,443,443,true,IAD,North America,US,Ashburn,227,7.60
54.82.121.162,8443,443,true,IAD,North America,US,Ashburn,290,7.60
3.129.24.251,443,443,true,CMH,North America,US,Columbus,242,7.60
34.226.201.9,443,443,true,IAD,North America,US,Ashburn,335,7.60
54.171.178.211,443,443,true,DUB,Europe,IE,Dublin,424,7.59
3.136.160.40,443,443,true,IAD,North America,US,Ashburn,246,7.59
18.222.78.14,443,443,true,IAD,North America,US,Ashburn,357,7.59
54.164.132.48,443,443,true,IAD,North America,US,Ashburn,267,7.59
3.137.206.40,443,443,true,IAD,North America,US,Ashburn,256,7.59
54.171.249.77,443,443,true,DUB,Europe,IE,Dublin,305,7.59
18.216.69.85,443,443,true,IAD,North America,US,Ashburn,261,7.59
34.194.76.43,443,443,true,IAD,North America,US,Ashburn,332,7.59
52.213.11.150,443,443,true,DUB,Europe,IE,Dublin,416,7.59
3.140.250.192,443,443,true,IAD,North America,US,Ashburn,468,7.59
18.223.126.115,443,443,true,IAD,North America,US,Ashburn,270,7.59
3.138.196.159,443,443,true,IAD,North America,US,Ashburn,301,7.58
3.99.249.108,443,443,true,YUL,North America,CA,Montréal,451,7.58
18.220.250.117,443,443,true,IAD,North America,US,Ashburn,233,7.58
3.147.65.163,443,443,true,CMH,North America,US,Columbus,413,7.58
3.21.34.12,443,443,true,IAD,North America,US,Ashburn,228,7.58
3.149.246.165,443,443,true,CMH,North America,US,Columbus,261,7.58
3.15.176.88,443,443,true,IAD,North America,US,Ashburn,440,7.58
3.136.20.60,443,443,true,CMH,North America,US,Columbus,252,7.58
3.84.122.153,443,443,true,IAD,North America,US,Ashburn,255,7.58
3.19.142.49,443,443,true,IAD,North America,US,Ashburn,315,7.58
52.56.93.126,443,443,true,LHR,Europe,GB,London,299,7.58
3.17.72.224,443,443,true,IAD,North America,US,Ashburn,245,7.58
35.173.131.77,443,443,true,IAD,North America,US,Ashburn,301,7.58
3.134.79.23,443,443,true,IAD,North America,US,Ashburn,357,7.58
3.142.236.44,443,443,true,IAD,North America,US,Ashburn,327,7.58
3.138.34.198,443,443,true,CMH,North America,US,Columbus,372,7.58
3.14.144.0,443,443,true,IAD,North America,US,Ashburn,238,7.58
3.138.193.101,443,443,true,IAD,North America,US,Ashburn,242,7.57
3.21.92.253,443,443,true,IAD,North America,US,Ashburn,344,7.57
54.175.211.26,443,443,true,IAD,North America,US,Ashburn,395,7.57
54.74.189.201,443,443,true,DUB,Europe,IE,Dublin,363,7.57
18.188.99.100,443,443,true,IAD,North America,US,Ashburn,321,7.57
98.82.153.6,2096,443,true,IAD,North America,US,Ashburn,331,7.57
18.188.2.130,443,443,true,IAD,North America,US,Ashburn,433,7.56
18.222.143.168,443,443,true,IAD,North America,US,Ashburn,333,7.56
54.74.167.219,443,443,true,DUB,Europe,IE,Dublin,270,7.56
18.217.238.87,443,443,true,IAD,North America,US,Ashburn,233,7.56
3.81.93.105,443,443,true,IAD,North America,US,Ashburn,307,7.56
18.222.172.174,443,443,true,IAD,North America,US,Ashburn,445,7.56
18.190.154.68,443,443,true,IAD,North America,US,Ashburn,496,7.56
3.134.80.161,443,443,true,IAD,North America,US,Ashburn,372,7.56
3.219.41.79,443,443,true,IAD,North America,US,Ashburn,284,7.56
3.139.68.131,443,443,true,IAD,North America,US,Ashburn,324,7.56
3.137.147.152,443,443,true,IAD,North America,US,Ashburn,246,7.55
18.225.34.89,443,443,true,IAD,North America,US,Ashburn,262,7.55
18.220.156.203,443,443,true,IAD,North America,US,Ashburn,313,7.55
3.68.31.54,443,443,true,FRA,Europe,DE,Frankfurt,260,7.55
52.47.95.48,443,443,true,CDG,Europe,FR,Paris,274,7.54
3.129.13.104,443,443,true,IAD,North America,US,Ashburn,335,7.54
98.83.152.226,443,443,true,IAD,North America,US,Ashburn,298,7.54
3.129.207.23,443,443,true,IAD,North America,US,Ashburn,309,7.54
52.47.119.87,443,443,true,CDG,Europe,FR,Paris,239,7.54
52.29.161.98,443,443,true,FRA,Europe,DE,Frankfurt,273,7.54
3.16.1.95,443,443,true,IAD,North America,US,Ashburn,236,7.54
18.118.148.221,443,443,true,IAD,North America,US,Ashburn,242,7.54
18.116.203.50,443,443,true,IAD,North America,US,Ashburn,325,7.54
34.200.236.24,443,443,true,IAD,North America,US,Ashburn,258,7.53
204.110.220.243,80,443,true,SJC,North America,US,San Jose,181,7.53
3.136.112.58,443,443,true,IAD,North America,US,Ashburn,366,7.53
54.90.219.234,443,443,true,IAD,North America,US,Ashburn,320,7.52
18.185.67.148,443,443,true,FRA,Europe,DE,Frankfurt,317,7.52
52.14.52.32,443,443,true,CMH,North America,US,Columbus,291,7.52
18.191.216.227,443,443,true,IAD,North America,US,Ashburn,279,7.52
51.44.177.64,443,443,true,CDG,Europe,FR,Paris,386,7.52
18.223.143.1,443,443,true,IAD,North America,US,Ashburn,252,7.52
3.17.191.109,443,443,true,IAD,North America,US,Ashburn,259,7.52
3.135.237.38,443,443,true,IAD,North America,US,Ashburn,321,7.52
35.183.239.154,443,443,true,YUL,North America,CA,Montréal,308,7.52
3.143.230.198,443,443,true,IAD,North America,US,Ashburn,322,7.52
18.217.34.203,443,443,true,IAD,North America,US,Ashburn,333,7.52
3.135.223.153,443,443,true,IAD,North America,US,Ashburn,234,7.52
3.142.93.169,443,443,true,IAD,North America,US,Ashburn,255,7.52
51.44.177.49,443,443,true,CDG,Europe,FR,Paris,251,7.52
54.175.108.69,443,443,true,IAD,North America,US,Ashburn,343,7.51
3.143.170.141,443,443,true,IAD,North America,US,Ashburn,251,7.51
3.76.195.226,443,443,true,FRA,Europe,DE,Frankfurt,274,7.51
18.117.125.15,443,443,true,IAD,North America,US,Ashburn,319,7.51
54.80.158.196,443,443,true,IAD,North America,US,Ashburn,279,7.51
