IP地址,端口,回源端口,TLS,数据中心,地区,国家,城市,TCP延迟(ms),速度(MB/s)
3.24.229.42,2083,80,false,SYD,Oceania,AU,Sydney,143,0.00
16.162.177.179,2086,80,false,HKG,Asia Pacific,HK,Hong Kong,144,0.00
54.150.75.95,2095,80,false,NRT,Asia Pacific,JP,Tokyo,144,0.00
18.178.250.71,80,80,false,NRT,Asia Pacific,JP,Tokyo,144,0.00
52.65.99.165,2086,80,false,SYD,Oceania,AU,Sydney,145,0.00
3.7.167.177,2053,80,false,BOM,Asia Pacific,IN,Mumbai,145,0.00
3.105.65.61,2086,80,false,SYD,Oceania,AU,Sydney,146,0.00
54.253.222.7,2086,80,false,SYD,Oceania,AU,Sydney,146,0.00
54.79.190.249,2052,80,false,SYD,Oceania,AU,Sydney,146,0.00
57.182.98.178,80,80,false,NRT,Asia Pacific,JP,Tokyo,146,0.00
54.252.91.41,2082,80,false,SYD,Oceania,AU,Sydney,147,0.00
54.254.190.97,2082,80,false,SIN,Asia Pacific,SG,Singapore,148,0.00
52.65.99.165,2087,80,false,SYD,Oceania,AU,Sydney,149,0.00
3.105.24.122,2086,80,false,SYD,Oceania,AU,Sydney,149,0.00
18.176.35.171,2095,80,false,NRT,Asia Pacific,JP,Tokyo,149,0.00
54.252.91.41,2086,80,false,SYD,Oceania,AU,Sydney,150,0.00
13.236.104.165,2053,80,false,SYD,Oceania,AU,Sydney,150,0.00
13.211.0.227,2086,80,false,SYD,Oceania,AU,Sydney,151,0.00
52.65.52.144,2082,80,false,SYD,Oceania,AU,Sydney,152,0.00
54.251.118.130,2096,80,false,SIN,Asia Pacific,SG,Singapore,152,0.00
52.65.99.165,2083,80,false,SYD,Oceania,AU,Sydney,153,0.00
13.236.104.165,2083,80,false,SYD,Oceania,AU,Sydney,153,0.00
54.153.146.155,2087,80,false,SYD,Oceania,AU,Sydney,153,0.00
3.105.24.122,2082,80,false,SYD,Oceania,AU,Sydney,153,0.00
54.251.118.130,2083,80,false,SIN,Asia Pacific,SG,Singapore,154,0.00
3.105.65.61,2095,80,false,SYD,Oceania,AU,Sydney,154,0.00
52.62.216.87,2087,80,false,SYD,Oceania,AU,Sydney,155,0.00
54.252.91.41,2052,80,false,SYD,Oceania,AU,Sydney,155,0.00
13.236.104.165,2087,80,false,SYD,Oceania,AU,Sydney,155,0.00
65.1.148.157,80,80,false,BOM,Asia Pacific,IN,Mumbai,155,0.00
13.201.228.165,2053,80,false,ORD,North America,US,Chicago,156,0.00
13.211.0.227,2096,80,false,SYD,Oceania,AU,Sydney,156,0.00
65.0.144.242,2087,80,false,BOM,Asia Pacific,IN,Mumbai,158,0.00
54.252.91.41,2087,80,false,SYD,Oceania,AU,Sydney,158,0.00
52.65.52.144,2096,80,false,SYD,Oceania,AU,Sydney,158,0.00
13.236.104.165,2095,80,false,SYD,Oceania,AU,Sydney,159,0.00
54.254.190.97,2082,80,false,SIN,Asia Pacific,SG,Singapore,159,0.00
54.253.222.7,2095,80,false,SYD,Oceania,AU,Sydney,161,0.00
13.215.80.221,2082,80,false,SIN,Asia Pacific,SG,Singapore,162,0.00
52.65.99.165,2096,80,false,SYD,Oceania,AU,Sydney,162,0.00
54.253.222.7,2087,80,false,SYD,Oceania,AU,Sydney,162,0.00
13.236.104.165,2096,80,false,SYD,Oceania,AU,Sydney,163,0.00
16.78.119.130,443,80,false,CGK,Asia Pacific,ID,Jakarta,164,0.00
54.79.190.249,2095,80,false,SYD,Oceania,AU,Sydney,164,0.00
176.116.21.105,2086,80,false,LHR,Europe,GB,London,165,0.00
13.201.228.165,2082,80,false,ORD,North America,US,Chicago,165,0.00
54.252.91.41,2053,80,false,SYD,Oceania,AU,Sydney,165,0.00
3.10.148.26,80,8080,false,LHR,Europe,GB,London,166,0.00
3.105.65.61,2082,80,false,SYD,Oceania,AU,Sydney,167,0.00
54.251.118.130,2086,80,false,SIN,Asia Pacific,SG,Singapore,168,0.00
52.65.99.165,2087,80,false,SYD,Oceania,AU,Sydney,169,0.00
176.116.21.175,2053,80,false,LHR,Europe,GB,London,169,0.00
16.162.177.179,2096,80,false,HKG,Asia Pacific,HK,Hong Kong,169,0.00
13.236.104.165,2086,80,false,SYD,Oceania,AU,Sydney,169,0.00
54.253.222.7,2052,80,false,SYD,Oceania,AU,Sydney,169,0.00
176.116.21.185,2096,80,false,LHR,Europe,GB,London,170,0.00
3.24.11.240,2096,80,false,SYD,Oceania,AU,Sydney,170,0.00
176.116.21.41,2087,80,false,LHR,Europe,GB,London,170,0.00
176.116.21.220,2052,80,false,LHR,Europe,GB,London,170,0.00
176.116.21.152,2053,80,false,LHR,Europe,GB,London,170,0.00
54.253.222.7,2083,80,false,SYD,Oceania,AU,Sydney,171,0.00
52.76.182.63,2082,80,false,SIN,Asia Pacific,SG,Singapore,171,0.00
52.76.182.63,2053,80,false,SIN,Asia Pacific,SG,Singapore,173,0.00
52.76.182.63,2095,80,false,SIN,Asia Pacific,SG,Singapore,173,0.00
54.79.190.249,2096,80,false,SYD,Oceania,AU,Sydney,173,0.00
176.116.21.104,2053,80,false,LHR,Europe,GB,London,173,0.00
54.252.91.41,2096,80,false,SYD,Oceania,AU,Sydney,174,0.00
3.105.185.150,2082,80,false,SYD,Oceania,AU,Sydney,174,0.00
52.18.205.36,2053,80,false,DUB,Europe,IE,Dublin,174,0.00
52.18.205.36,2086,80,false,DUB,Europe,IE,Dublin,175,0.00
52.18.205.36,2052,80,false,DUB,Europe,IE,Dublin,175,0.00
3.105.65.61,2052,80,false,SYD,Oceania,AU,Sydney,175,0.00
3.71.124.67,2087,80,false,FRA,Europe,DE,Frankfurt,175,0.00
54.155.155.196,2087,80,false,DUB,Europe,IE,Dublin,175,0.00
13.236.104.165,2082,80,false,SYD,Oceania,AU,Sydney,175,0.00
52.29.224.33,80,80,false,FRA,Europe,DE,Frankfurt,176,0.00
54.150.75.95,2052,80,false,NRT,Asia Pacific,JP,Tokyo,176,0.00
54.251.118.130,2087,80,false,SIN,Asia Pacific,SG,Singapore,176,0.00
18.159.105.97,80,80,false,FRA,Europe,DE,Frankfurt,177,0.00
176.116.21.105,2096,80,false,LHR,Europe,GB,London,177,0.00
52.18.205.36,2053,80,false,DUB,Europe,IE,Dublin,177,0.00
54.155.155.196,2082,80,false,DUB,Europe,IE,Dublin,178,0.00
54.155.155.196,2095,80,false,DUB,Europe,IE,Dublin,178,0.00
3.112.250.144,80,80,false,NRT,Asia Pacific,JP,Tokyo,178,0.00
54.254.190.97,2086,80,false,SIN,Asia Pacific,SG,Singapore,178,0.00
54.66.80.167,2053,80,false,SYD,Oceania,AU,Sydney,178,0.00
3.127.55.133,80,80,false,FRA,Europe,DE,Frankfurt,178,0.00
3.120.76.162,2096,80,false,FRA,Europe,DE,Frankfurt,179,0.00
176.116.21.180,2082,80,false,LHR,Europe,GB,London,179,0.00
3.120.137.26,2082,80,false,FRA,Europe,DE,Frankfurt,179,0.00
18.159.137.214,2087,80,false,FRA,Europe,DE,Frankfurt,179,0.00
3.105.185.150,2053,80,false,SYD,Oceania,AU,Sydney,179,0.00
3.120.76.162,2052,80,false,FRA,Europe,DE,Frankfurt,179,0.00
96.0.147.177,80,80,false,MNL,Asia Pacific,PH,Manila,180,0.00
54.252.91.41,2053,80,false,SYD,Oceania,AU,Sydney,180,0.00
18.159.137.214,2095,80,false,FRA,Europe,DE,Frankfurt,180,0.00
176.116.21.103,2096,80,false,LHR,Europe,GB,London,180,0.00
52.18.205.36,2082,80,false,DUB,Europe,IE,Dublin,180,0.00
52.18.205.36,2095,80,false,DUB,Europe,IE,Dublin,180,0.00
16.63.33.251,2082,80,false,ZRH,Europe,CH,Zurich,180,0.00
18.159.137.214,2096,80,false,FRA,Europe,DE,Frankfurt,181,0.00
3.120.76.162,2083,80,false,FRA,Europe,DE,Frankfurt,181,0.00
16.63.55.49,2086,80,false,ZRH,Europe,CH,Zurich,181,0.00
16.63.55.49,2083,80,false,ZRH,Europe,CH,Zurich,181,0.00
18.192.163.223,80,80,false,FRA,Europe,DE,Frankfurt,181,0.00
54.177.71.208,80,8080,false,SJC,North America,US,San Jose,181,0.00
52.65.52.144,2053,80,false,SYD,Oceania,AU,Sydney,181,0.00
176.116.21.82,2083,80,false,LHR,Europe,GB,London,182,0.00
3.120.76.162,2087,80,false,FRA,Europe,DE,Frankfurt,182,0.00
3.105.12.136,2083,80,false,SYD,Oceania,AU,Sydney,182,0.00
54.150.75.95,2082,80,false,NRT,Asia Pacific,JP,Tokyo,182,0.00
3.105.65.61,2096,80,false,SYD,Oceania,AU,Sydney,182,0.00
3.120.76.162,2087,80,false,FRA,Europe,DE,Frankfurt,182,0.00
176.116.21.102,2082,80,false,LHR,Europe,GB,London,182,0.00
52.18.205.36,2087,80,false,DUB,Europe,IE,Dublin,183,0.00
3.120.76.162,2095,80,false,FRA,Europe,DE,Frankfurt,183,0.00
3.105.65.61,2053,80,false,SYD,Oceania,AU,Sydney,183,0.00
3.105.65.61,2083,80,false,SYD,Oceania,AU,Sydney,183,0.00
3.120.76.162,2096,80,false,FRA,Europe,DE,Frankfurt,183,0.00
13.201.228.165,2083,80,false,ORD,North America,US,Chicago,183,0.00
54.254.190.97,2096,80,false,SIN,Asia Pacific,SG,Singapore,183,0.00
52.29.224.33,80,80,false,FRA,Europe,DE,Frankfurt,183,0.00
16.63.33.251,2087,80,false,ZRH,Europe,CH,Zurich,183,0.00
3.120.76.162,2053,80,false,FRA,Europe,DE,Frankfurt,183,0.00
54.150.75.95,2086,80,false,NRT,Asia Pacific,JP,Tokyo,184,0.00
3.120.76.162,2082,80,false,FRA,Europe,DE,Frankfurt,184,0.00
3.105.185.150,2096,80,false,SYD,Oceania,AU,Sydney,184,0.00
52.18.205.36,2082,80,false,DUB,Europe,IE,Dublin,184,0.00
3.120.137.26,2083,80,false,FRA,Europe,DE,Frankfurt,185,0.00
176.116.21.109,2083,80,false,LHR,Europe,GB,London,185,0.00
3.111.72.70,2082,80,false,BOM,Asia Pacific,IN,Mumbai,185,0.00
52.18.205.36,2087,80,false,DUB,Europe,IE,Dublin,185,0.00
54.150.160.166,2053,80,false,NRT,Asia Pacific,JP,Tokyo,185,0.00
3.71.124.67,2087,80,false,FRA,Europe,DE,Frankfurt,185,0.00
3.105.65.61,2082,80,false,SYD,Oceania,AU,Sydney,186,0.00
16.63.251.69,2053,80,false,ZRH,Europe,CH,Zurich,186,0.00
54.254.190.97,2086,80,false,SIN,Asia Pacific,SG,Singapore,186,0.00
54.252.91.41,2095,80,false,SYD,Oceania,AU,Sydney,186,0.00
52.18.205.36,2095,80,false,DUB,Europe,IE,Dublin,186,0.00
176.116.21.100,2053,80,false,LHR,Europe,GB,London,186,0.00
16.63.55.49,2095,80,false,ZRH,Europe,CH,Zurich,187,0.00
3.105.24.122,2086,80,false,SYD,Oceania,AU,Sydney,187,0.00
3.120.76.162,2082,80,false,FRA,Europe,DE,Frankfurt,187,0.00
163.123.174.23,2053,80,false,SEA,North America,US,Seattle,187,0.00
163.123.174.17,2095,80,false,SEA,North America,US,Seattle,187,0.00
16.63.251.69,2096,80,false,ZRH,Europe,CH,Zurich,188,0.00
54.177.71.208,80,8080,false,SJC,North America,US,San Jose,188,0.00
176.116.21.74,2096,80,false,LHR,Europe,GB,London,188,0.00
3.105.65.61,2087,80,false,SYD,Oceania,AU,Sydney,188,0.00
96.0.147.177,443,80,false,MNL,Asia Pacific,PH,Manila,188,0.00
163.123.174.205,2087,80,false,SEA,North America,US,Seattle,188,0.00
54.251.118.130,2053,80,false,SIN,Asia Pacific,SG,Singapore,188,0.00
16.63.55.49,2053,80,false,ZRH,Europe,CH,Zurich,188,0.00
35.152.82.124,2052,80,false,MXP,Europe,IT,Milan,189,0.00
16.63.251.69,2052,80,false,ZRH,Europe,CH,Zurich,189,0.00
52.65.99.165,2086,80,false,SYD,Oceania,AU,Sydney,189,0.00
35.152.82.124,2096,80,false,MXP,Europe,IT,Milan,189,0.00
54.150.160.166,2082,80,false,NRT,Asia Pacific,JP,Tokyo,189,0.00
79.125.15.17,2052,80,false,DUB,Europe,IE,Dublin,189,0.00
54.155.155.196,2086,80,false,DUB,Europe,IE,Dublin,189,0.00
54.253.222.7,2096,80,false,SYD,Oceania,AU,Sydney,189,0.00
52.65.99.165,2096,80,false,SYD,Oceania,AU,Sydney,190,0.00
54.253.222.7,2086,80,false,SYD,Oceania,AU,Sydney,190,0.00
16.63.33.251,2095,80,false,ZRH,Europe,CH,Zurich,190,0.00
3.105.12.136,2095,80,false,SYD,Oceania,AU,Sydney,191,0.00
35.157.240.237,80,80,false,FRA,Europe,DE,Frankfurt,191,0.00
3.105.65.61,2087,80,false,SYD,Oceania,AU,Sydney,191,0.00
52.18.205.36,2096,80,false,DUB,Europe,IE,Dublin,191,0.00
3.105.65.61,2053,80,false,SYD,Oceania,AU,Sydney,192,0.00
52.76.182.63,2083,80,false,SIN,Asia Pacific,SG,Singapore,192,0.00
35.160.18.63,80,8080,false,SEA,North America,US,Seattle,192,0.00
163.123.174.217,2087,80,false,PDX,North America,US,Portland,192,0.00
35.152.82.124,2052,80,false,MXP,Europe,IT,Milan,192,0.00
163.123.174.42,2095,80,false,PDX,North America,US,Portland,192,0.00
163.123.174.36,2083,80,false,PDX,North America,US,Portland,192,0.00
52.76.182.63,2082,80,false,SIN,Asia Pacific,SG,Singapore,193,0.00
18.102.5.243,2053,80,false,MXP,Europe,IT,Milan,193,0.00
163.123.174.219,2087,80,false,PDX,North America,US,Portland,193,0.00
52.65.52.144,2086,80,false,SYD,Oceania,AU,Sydney,193,0.00
163.123.174.214,2096,80,false,PDX,North America,US,Portland,193,0.00
18.102.5.243,2083,80,false,MXP,Europe,IT,Milan,193,0.00
163.123.174.205,2083,80,false,SEA,North America,US,Seattle,193,0.00
54.213.92.168,80,8080,false,PDX,North America,US,Portland,193,0.00
163.123.174.205,2086,80,false,SEA,North America,US,Seattle,193,0.00
18.102.5.243,2087,80,false,MXP,Europe,IT,Milan,193,0.00
54.212.93.229,80,80,false,SEA,North America,US,Seattle,194,0.00
163.123.174.42,2053,80,false,PDX,North America,US,Portland,194,0.00
54.150.75.95,2096,80,false,NRT,Asia Pacific,JP,Tokyo,194,0.00
163.123.174.17,2096,80,false,SEA,North America,US,Seattle,194,0.00
13.201.228.165,2087,80,false,ORD,North America,US,Chicago,194,0.00
163.123.174.42,2086,80,false,PDX,North America,US,Portland,194,0.00
163.123.174.219,2053,80,false,PDX,North America,US,Portland,195,0.00
18.101.87.56,2053,80,false,MAD,Europe,ES,Madrid,195,0.00
18.101.118.37,2096,80,false,MAD,Europe,ES,Madrid,195,0.00
163.123.174.16,2087,80,false,PDX,North America,US,Portland,195,0.00
163.123.174.217,2086,80,false,PDX,North America,US,Portland,195,0.00
163.123.174.205,2082,80,false,SEA,North America,US,Seattle,195,0.00
54.155.155.196,2052,80,false,DUB,Europe,IE,Dublin,195,0.00
163.123.174.232,2087,80,false,SEA,North America,US,Seattle,195,0.00
163.123.174.217,2096,80,false,PDX,North America,US,Portland,195,0.00
163.123.174.205,2053,80,false,SEA,North America,US,Seattle,195,0.00
18.101.118.37,2052,80,false,MAD,Europe,ES,Madrid,196,0.00
163.123.174.214,2087,80,false,PDX,North America,US,Portland,196,0.00
163.123.174.214,2095,80,false,PDX,North America,US,Portland,196,0.00
163.123.174.59,2087,80,false,PDX,North America,US,Portland,196,0.00
18.102.5.243,2095,80,false,MXP,Europe,IT,Milan,196,0.00
18.102.5.243,2082,80,false,MXP,Europe,IT,Milan,196,0.00
54.79.129.232,2095,80,false,SYD,Oceania,AU,Sydney,196,0.00
3.111.72.70,2082,80,false,BOM,Asia Pacific,IN,Mumbai,196,0.00
54.150.160.166,2053,80,false,NRT,Asia Pacific,JP,Tokyo,196,0.00
16.162.177.179,2095,80,false,HKG,Asia Pacific,HK,Hong Kong,196,0.00
13.201.228.165,8080,80,false,ORD,North America,US,Chicago,196,0.00
18.101.87.56,2087,80,false,MAD,Europe,ES,Madrid,197,0.00
3.120.137.26,2053,80,false,FRA,Europe,DE,Frankfurt,197,0.00
54.251.118.130,2095,80,false,SIN,Asia Pacific,SG,Singapore,197,0.00
163.123.174.23,2096,80,false,SEA,North America,US,Seattle,197,0.00
163.123.174.16,2053,80,false,PDX,North America,US,Portland,197,0.00
163.123.174.219,2082,80,false,PDX,North America,US,Portland,197,0.00
163.123.174.236,2053,80,false,PDX,North America,US,Portland,197,0.00
163.123.174.225,2053,80,false,PDX,North America,US,Portland,198,0.00
163.123.174.249,2053,80,false,PDX,North America,US,Portland,198,0.00
44.224.255.188,80,80,false,PDX,North America,US,Portland,198,0.00
163.123.174.17,2087,80,false,SEA,North America,US,Seattle,198,0.00
163.123.174.59,2052,80,false,PDX,North America,US,Portland,198,0.00
176.116.21.141,2095,80,false,LHR,Europe,GB,London,198,0.00
163.123.174.50,2087,80,false,PDX,North America,US,Portland,198,0.00
35.152.82.124,2095,80,false,MXP,Europe,IT,Milan,198,0.00
18.101.242.202,2053,80,false,MAD,Europe,ES,Madrid,198,0.00
163.123.174.210,2086,80,false,PDX,North America,US,Portland,198,0.00
44.239.189.120,80,80,false,PDX,North America,US,Portland,199,0.00
3.10.203.192,80,80,false,LHR,Europe,GB,London,199,0.00
163.123.174.217,2052,80,false,PDX,North America,US,Portland,199,0.00
18.101.87.56,2052,80,false,MAD,Europe,ES,Madrid,199,0.00
3.120.76.162,2086,80,false,FRA,Europe,DE,Frankfurt,199,0.00
163.123.174.217,2053,80,false,PDX,North America,US,Portland,199,0.00
3.120.76.162,2052,80,false,FRA,Europe,DE,Frankfurt,199,0.00
163.123.174.50,2083,80,false,PDX,North America,US,Portland,199,0.00
163.123.174.36,2096,80,false,PDX,North America,US,Portland,199,0.00
3.66.115.225,80,80,false,FRA,Europe,DE,Frankfurt,200,0.00
35.152.82.124,2095,80,false,MXP,Europe,IT,Milan,200,0.00
163.123.174.42,2087,80,false,PDX,North America,US,Portland,200,0.00
163.123.174.23,2082,80,false,SEA,North America,US,Seattle,200,0.00
163.123.174.225,2052,80,false,PDX,North America,US,Portland,200,0.00
163.123.174.217,2082,80,false,PDX,North America,US,Portland,200,0.00
163.123.174.23,2095,80,false,SEA,North America,US,Seattle,200,0.00
44.224.255.188,80,80,false,SEA,North America,US,Seattle,200,0.00
35.93.215.136,80,80,false,SEA,North America,US,Seattle,200,0.00
163.123.174.219,2083,80,false,PDX,North America,US,Portland,200,0.00
34.213.97.127,80,80,false,SEA,North America,US,Seattle,200,0.00
163.123.174.219,2096,80,false,PDX,North America,US,Portland,200,0.00
163.123.174.42,2083,80,false,PDX,North America,US,Portland,200,0.00
52.76.182.63,2052,80,false,SIN,Asia Pacific,SG,Singapore,200,0.00
163.123.174.219,2086,80,false,PDX,North America,US,Portland,200,0.00
34.210.14.70,80,80,false,SEA,North America,US,Seattle,200,0.00
163.123.174.17,2083,80,false,SEA,North America,US,Seattle,200,0.00
163.123.174.59,2095,80,false,PDX,North America,US,Portland,200,0.00
163.123.174.253,2082,80,false,PDX,North America,US,Portland,200,0.00
163.123.174.232,2096,80,false,SEA,North America,US,Seattle,200,0.00
163.123.174.205,2095,80,false,SEA,North America,US,Seattle,200,0.00
163.123.174.42,2096,80,false,PDX,North America,US,Portland,201,0.00
44.239.189.120,80,80,false,SEA,North America,US,Seattle,201,0.00
163.123.174.219,2095,80,false,PDX,North America,US,Portland,201,0.00
163.123.174.17,2082,80,false,SEA,North America,US,Seattle,201,0.00
3.10.148.26,80,8080,false,LHR,Europe,GB,London,201,0.00
54.213.241.206,80,8080,false,SEA,North America,US,Seattle,201,0.00
18.101.242.202,2095,80,false,MAD,Europe,ES,Madrid,201,0.00
163.123.174.201,2053,80,false,PDX,North America,US,Portland,201,0.00
18.102.5.243,2096,80,false,MXP,Europe,IT,Milan,201,0.00
163.123.174.36,2082,80,false,PDX,North America,US,Portland,201,0.00
163.123.174.248,2053,80,false,SEA,North America,US,Seattle,202,0.00
163.123.174.252,2053,80,false,SEA,North America,US,Seattle,202,0.00
163.123.174.225,2096,80,false,PDX,North America,US,Portland,202,0.00
18.102.87.37,2095,80,false,MXP,Europe,IT,Milan,202,0.00
35.152.82.124,2096,80,false,MXP,Europe,IT,Milan,202,0.00
3.111.72.70,2083,80,false,BOM,Asia Pacific,IN,Mumbai,202,0.00
163.123.174.16,2095,80,false,PDX,North America,US,Portland,202,0.00
3.105.12.136,2053,80,false,SYD,Oceania,AU,Sydney,202,0.00
163.123.174.36,2052,80,false,PDX,North America,US,Portland,202,0.00
52.64.153.64,2083,80,false,SYD,Oceania,AU,Sydney,202,0.00
163.123.174.59,2053,80,false,PDX,North America,US,Portland,202,0.00
34.213.97.127,80,80,false,PDX,North America,US,Portland,202,0.00
35.78.28.183,2082,80,false,NRT,Asia Pacific,JP,Tokyo,202,0.00
163.123.174.16,2096,80,false,PDX,North America,US,Portland,202,0.00
163.123.174.219,2052,80,false,PDX,North America,US,Portland,202,0.00
163.123.174.24,2087,80,false,SEA,North America,US,Seattle,203,0.00
163.123.174.16,2052,80,false,PDX,North America,US,Portland,203,0.00
18.101.242.202,2086,80,false,MAD,Europe,ES,Madrid,203,0.00
163.123.174.205,2052,80,false,SEA,North America,US,Seattle,203,0.00
163.123.174.42,2082,80,false,PDX,North America,US,Portland,203,0.00
163.123.174.16,2086,80,false,PDX,North America,US,Portland,203,0.00
163.123.174.217,2083,80,false,PDX,North America,US,Portland,203,0.00
16.63.251.69,2082,80,false,ZRH,Europe,CH,Zurich,203,0.00
163.123.174.205,2096,80,false,SEA,North America,US,Seattle,204,0.00
176.116.21.108,2096,80,false,LHR,Europe,GB,London,204,0.00
54.253.222.7,2082,80,false,SYD,Oceania,AU,Sydney,204,0.00
163.123.174.51,2086,80,false,PDX,North America,US,Portland,204,0.00
18.102.5.243,2086,80,false,MXP,Europe,IT,Milan,204,0.00
3.105.12.136,2086,80,false,SYD,Oceania,AU,Sydney,205,0.00
176.116.21.97,2083,80,false,LHR,Europe,GB,London,206,0.00
176.116.21.152,2083,80,false,LHR,Europe,GB,London,206,0.00
35.78.28.183,2052,80,false,NRT,Asia Pacific,JP,Tokyo,206,0.00
18.101.118.37,2086,80,false,MAD,Europe,ES,Madrid,207,0.00
176.116.21.232,2082,80,false,LHR,Europe,GB,London,207,0.00
44.238.21.31,80,80,false,SEA,North America,US,Seattle,207,0.00
13.211.0.227,2082,80,false,SYD,Oceania,AU,Sydney,207,0.00
16.63.251.69,2087,80,false,ZRH,Europe,CH,Zurich,207,0.00
176.116.21.36,2053,80,false,LHR,Europe,GB,London,207,0.00
18.101.87.56,2082,80,false,MAD,Europe,ES,Madrid,207,0.00
54.79.197.209,2086,80,false,SYD,Oceania,AU,Sydney,208,0.00
18.102.5.243,2052,80,false,MXP,Europe,IT,Milan,208,0.00
176.116.21.124,2086,80,false,LHR,Europe,GB,London,208,0.00
3.105.12.136,2087,80,false,SYD,Oceania,AU,Sydney,208,0.00
54.150.160.166,2096,80,false,NRT,Asia Pacific,JP,Tokyo,208,0.00
176.116.21.32,2082,80,false,LHR,Europe,GB,London,208,0.00
18.101.242.202,2052,80,false,MAD,Europe,ES,Madrid,209,0.00
176.116.21.100,2086,80,false,LHR,Europe,GB,London,209,0.00
176.116.21.157,2082,80,false,LHR,Europe,GB,London,209,0.00
52.76.182.63,2086,80,false,SIN,Asia Pacific,SG,Singapore,209,0.00
16.63.251.69,2095,80,false,ZRH,Europe,CH,Zurich,209,0.00
13.201.228.165,2096,80,false,ORD,North America,US,Chicago,210,0.00
52.76.182.63,2095,80,false,SIN,Asia Pacific,SG,Singapore,210,0.00
54.213.241.206,80,8080,false,SEA,North America,US,Seattle,210,0.00
54.79.197.209,2096,80,false,SYD,Oceania,AU,Sydney,210,0.00
176.116.21.73,2096,80,false,LHR,Europe,GB,London,210,0.00
54.252.91.41,2052,80,false,SYD,Oceania,AU,Sydney,210,0.00
44.238.21.31,80,80,false,SEA,North America,US,Seattle,210,0.00
176.116.21.83,2082,80,false,LHR,Europe,GB,London,211,0.00
176.116.21.220,2087,80,false,LHR,Europe,GB,London,211,0.00
13.236.104.165,2052,80,false,SYD,Oceania,AU,Sydney,211,0.00
176.116.21.100,2052,80,false,LHR,Europe,GB,London,211,0.00
54.252.91.41,2087,80,false,SYD,Oceania,AU,Sydney,211,0.00
54.212.93.229,80,80,false,PDX,North America,US,Portland,211,0.00
3.10.203.192,80,80,false,LHR,Europe,GB,London,211,0.00
3.108.0.17,2082,80,false,BOM,Asia Pacific,IN,Mumbai,212,0.00
176.116.21.142,2052,80,false,LHR,Europe,GB,London,212,0.00
54.253.222.7,2053,80,false,SYD,Oceania,AU,Sydney,213,0.00
176.116.21.105,2083,80,false,LHR,Europe,GB,London,213,0.00
176.116.21.19,2086,80,false,LHR,Europe,GB,London,213,0.00
176.116.21.186,2083,80,false,LHR,Europe,GB,London,214,0.00
176.116.21.103,2087,80,false,LHR,Europe,GB,London,214,0.00
16.63.251.69,2086,80,false,ZRH,Europe,CH,Zurich,214,0.00
176.116.21.88,2052,80,false,LHR,Europe,GB,London,214,0.00
3.67.232.136,80,80,false,FRA,Europe,DE,Frankfurt,215,0.00
176.116.21.157,2086,80,false,LHR,Europe,GB,London,215,0.00
54.79.190.249,2052,80,false,SYD,Oceania,AU,Sydney,215,0.00
176.116.21.180,2096,80,false,LHR,Europe,GB,London,215,0.00
18.156.209.101,80,80,false,FRA,Europe,DE,Frankfurt,215,0.00
176.116.21.107,2096,80,false,LHR,Europe,GB,London,215,0.00
3.105.65.61,2086,80,false,SYD,Oceania,AU,Sydney,216,0.00
176.116.21.153,2053,80,false,LHR,Europe,GB,London,216,0.00
16.63.55.49,2052,80,false,ZRH,Europe,CH,Zurich,216,0.00
52.65.52.144,2083,80,false,SYD,Oceania,AU,Sydney,216,0.00
176.116.21.85,2082,80,false,LHR,Europe,GB,London,216,0.00
3.105.24.122,2053,80,false,SYD,Oceania,AU,Sydney,216,0.00
176.116.21.93,2082,80,false,LHR,Europe,GB,London,217,0.00
54.253.222.7,2083,80,false,SYD,Oceania,AU,Sydney,217,0.00
44.245.28.240,80,80,false,SEA,North America,US,Seattle,217,0.00
3.69.0.8,80,80,false,FRA,Europe,DE,Frankfurt,217,0.00
34.210.14.70,80,80,false,SEA,North America,US,Seattle,217,0.00
3.105.12.136,2082,80,false,SYD,Oceania,AU,Sydney,217,0.00
176.116.21.77,2083,80,false,LHR,Europe,GB,London,217,0.00
54.150.75.95,2095,80,false,NRT,Asia Pacific,JP,Tokyo,217,0.00
176.116.21.92,2082,80,false,LHR,Europe,GB,London,218,0.00
176.116.21.105,2082,80,false,LHR,Europe,GB,London,218,0.00
3.68.62.122,80,80,false,FRA,Europe,DE,Frankfurt,218,0.00
54.213.94.219,80,8080,false,SEA,North America,US,Seattle,219,0.00
176.116.21.75,2086,80,false,LHR,Europe,GB,London,219,0.00
176.116.21.184,2087,80,false,LHR,Europe,GB,London,219,0.00
3.120.76.162,2083,80,false,FRA,Europe,DE,Frankfurt,219,0.00
176.116.21.80,2083,80,false,LHR,Europe,GB,London,220,0.00
50.112.212.129,80,8080,false,PDX,North America,US,Portland,220,0.00
176.116.21.109,2096,80,false,LHR,Europe,GB,London,220,0.00
176.116.21.157,2052,80,false,LHR,Europe,GB,London,221,0.00
35.157.240.237,80,80,false,FRA,Europe,DE,Frankfurt,222,0.00
52.65.52.144,2052,80,false,SYD,Oceania,AU,Sydney,222,0.00
3.68.31.54,80,80,false,FRA,Europe,DE,Frankfurt,222,0.00
176.116.21.32,2053,80,false,LHR,Europe,GB,London,222,0.00
176.116.21.134,2087,80,false,LHR,Europe,GB,London,223,0.00
176.116.21.127,2082,80,false,LHR,Europe,GB,London,223,0.00
